level_0,index,rank,song,artist_base,artist_all,year,lyrics
520,20,21,mine,bazzi,bazzi,2018,"Huh, yeah, naw I just, had a lil' bit too much of Hennessy
Just gotta tell you how I feel, look
You so fuckin' precious when you smile
Hit it from the back and drive you wild
Girl, I lose myself up in those eye-eye-eye-eye-eyes
I just had to let you know you're mine
Hands on your body, I don't wanna waste no time
Feels like forever even if forever's tonight
Just lay with me, waste this night away with me
You're mine, I can't look away, I just gotta say
I'm so fucking happy you're alive
Swear to God I'm down if you're down all you gotta say is right
Girl anything I can do just to make you feel alright
Oh, oh, oh, oh, I just had to let you know you're fine
Running circles 'round my mind
Even when it's rainy all you ever do is shine
You on fire, you a star just like Mariah
Man this feel incredible, I'll turn you into a bride, you're mine
Hands on your body, I don't wanna waste no time
Feels like forever even if forever's tonight
Just lay with me, waste this night away with me
You're mine, I can't look away, I just gotta say"
521,21,22,thunder,imagine dragons,imagine dragons,2018,"Just a young gun with a quick fuse
I was uptight, wanna let loose
I was dreaming of bigger things
And wanna leave my own life behind
Not a ""Yes, sir,"" not a follower
Fit the box, fit the mold
Have a seat in the foyer, take a number
I was lightning before the thunder
Thunder, thunder
Thunder, thun-
Thunder, th-th-thunder, thunder
Thunder, thunder, thun-
Thunder, th-th-thunder, thunder
Thunder, feel the thunder 
Lightning and the thunder 
Thunder, feel the thunder 
Lightning and the thunder, thunder, thunder 
Thunder 
Kids were laughing in my classes
While I was scheming for the masses
Who do you think you are?
Dreaming 'bout being a big star
They say, ""You're basic,"" they say, ""You're easy""
You're always riding in the backseat
Now I'm smiling from the stage
While you were clapping in the nosebleeds
Thunder, thunder
Thunder, thun-
Thunder, th-th-thunder, thunder
Thunder, thunder, thun-
Thunder, th-th-thunder, thunder
Thunder, feel the thunder 
Lightning and the thunder 
Thunder, feel the thunder 
Lightning and the thunder, thunder, thunder 
Thunder 
Thunder, feel the thunder
Lightning then the thunder, thunder
Thunder, feel the thunder 
Lightning then the thunder, thunder 
Thunder, feel the thunder 
Lightning then the thunder, thunder 
Thunder, feel the thunder 
Lightning then the thunder, thunder 
Thunder, feel the thunder 
Lightning then the thunder, thunder 
Thunder, thunder, thun-
Thunder, th-th-thunder, thunder
Thunder, thunder, thun-
Thunder, th-th-thunder, thunder
Thunder, thunder, thun-
Thunder, th-th-thunder, thunder
Thunder, thunder, thun-
Thunder, th-th-thunder, thunder"
522,22,23,look alive,blocboy jb,blocboy jb  featuring  drake,2018,"Tay Keith, fuck these niggas up!
Yeah, yeah 
Yeah 
6 God, BlocBoy, 6 God, BlocBoy  
6 God, BlocBoy, 6 God, BlocBoy  
Yeah 
901 Shelby Drive, look alive, look alive 
Niggas came up on this side, now they on the other side 
Oh well, fuck 'em, dawg, we gon' see how hard they ride 
I get racks to go outside and I split it with the guys 
We up on the other side, niggas actin' like we tied
I've been gone since, like, July, niggas actin' like I died
They won't be expectin' shit when Capo go to slide 
'Cause I told them that we put that shit behind us but I lied 
Ayy, ayy, look who I'm around, man
If I fucked up, I'ma be downtown, man
Fourth floor bound, man, that's if I get caught, man
Pushed me to the edge, so it really ain't my mothafuckin' fault
Man, I'm not to blame, man, this fuckin' industry is cutthroat
I'm not the same, man, and I could let you check the tag now
I'm rockin' name brand, I'm only chasin' after bags now
I got a game plan and I'm out here with the woo!
700, three high fives, look alive, look alive 
Niggas came up on this side, now they on the other side 
Oh well, fuck 'em, dawg, we gon' see how hard they ride 
I get racks to go outside and I split it with the guys 
We up on the other side, niggas actin' like we tied
I've been gone since, like, July, niggas actin' like I died
They won't be expectin' shit when Capo go to slide 
'Cause I told them that we put that shit behind us but I— 
Bitch, come through 
You and you 
I'ma get the money 
Dr—Dr—Drizzy get the loot 
Pu—pu—pull up with that Draco 
Play with Drake and I'ma shoot 
My—my—my weapon be a instrument
I'll blow you like a flute 
Ni—ni—nigga play so he feelin' it 
Pu—pull up broad day with a K, now he shiverin' 
Drop a nigga like he litterin' 
W—w—we at your door like we the delivery 
He not a plug, he middle man 
That—that nigga brown like cinnamon 
I got the rounds like Sugar Ray Robinson 
Shot to the chest have you gaspin' for oxygen 
I'ma spray 'em, just like Febreze 
Came a long way from sittin' in the nosebleeds 
Now a nigga on the floor talkin' to the athletes 
Now I'm so close to the game that I could steal the stat sheet 
It's Bloc
901 Shelby Drive, look alive, look alive 
Niggas came up on this side, now they on the other side 
Oh well, fuck 'em, dawg, we gon' see how hard they ride 
I get racks to go outside and I split it with the guys 
We up on the other side, niggas actin' like we tied
I've been gone since, like, July, niggas actin' like I died
They won't be expectin' shit when Capo go to slide 
'Cause I told them to put that shit behind us but I lied 
Behind me but I lied "
523,23,24,delicate,taylor swift,taylor swift,2018,"This ain't for the best
My reputation's never been worse, so
You must like me for me…
We can't make
Any promises now, can we, babe?
But you can make me a drink
Dive bar on the East Side, where you at?
Phone lights up my nightstand in the black
Come here, you can meet me in the back
Dark jeans and your Nikes, look at you
Oh damn, never seen that color blue
Just think of the fun things we could do
'Cause I like you
This ain't for the best
My reputation's never been worse, so
You must like me for me…
Yeah, I want you
We can't make
Any promises now, can we, babe?
But you can make me a drink
Is it cool that I said all that?
Is it chill that you're in my head?
'Cause I know that it's delicate 
Is it cool that I said all that?
Is it too soon to do this yet?
'Cause I know that it's delicate
Isn't it? Isn't it? Isn't it?
Isn't it?
Isn't it? Isn't it? Isn't it?
Isn't it... delicate?
Third floor on the West Side, me and you
Handsome, you're a mansion with a view
Do the girls back home touch you like I do?
Long night, with your hands up in my hair
Echoes of your footsteps on the stairs
Stay here, honey, I don't wanna share
'Cause I like you
This ain't for the best
My reputation's never been worse, so
You must like me for me…
Yeah, I want you...
We can't make
Any promises now, can we, babe?
But you can make me a drink
Is it cool that I said all that?
Is it chill that you're in my head?
'Cause I know that it's delicate 
Is it cool that I said all that?
Is it too soon to do this yet?
'Cause I know that it's delicate
Isn't it? Isn't it? Isn't it?
Isn't it?
Isn't it? Isn't it? Isn't it?
Isn't it delicate?
Sometimes I wonder when you sleep
Are you ever dreaming of me?
Sometimes when I look into your eyes
I pretend you're mine, all the damn time
'Cause I like you
Is it cool that I said all that?
Is it chill that you're in my head?
'Cause I know that it's delicate 
Is it cool that I said all that?
Is it too soon to do this yet?
'Cause I know that it's delicate 
'Cause I like you
Is it cool that I said all that?
Isn't it? Isn't it? Isn't it? Isn't it?
Is it chill that you're in my head?
Isn't it? Isn't it? Isn't it? Isn't it?
'Cause I know that it's delicate
Isn't it? Isn't it? Isn't it? Isn't it?
Is it cool that I said all that?
Isn't it? Isn't it? Isn't it? Isn't it?
Is it too soon to do this yet?
Isn't it? Isn't it? Isn't it?
'Cause I know that it's delicate
Isn't it delicate?"
524,24,25,yes indeed,lil baby,lil baby  and  drake,2018,"Yeah
Wheezy outta here
The dash, it's digi', the schedule busy
My head in a hoodie, my shorty a goodie
My cousins are crazy, my cousins like Boogie
Life is amazin', it is what it should be
Been here for ten but I feel like a rookie
I tell her, ""Look up"" 'cause it's snowin' in Tootsie's
Booked for three years, man you can't even book me
It's me and Lil Baby, this shit goin' crazy
Wheezy produced it and Weezy F. made me
And she held it down, so she got a Mercedes
Young Money Records, the Army, the Navy
They ran me ten thousand, I threw it like Brady
The foreign is yellow like Tracee and K.D
I trusted my niggas, they never betrayed me
Met all these niggas, they sweeter than Sadie
When I started out, I just took what they gave me
Did all the favors, they never repaid me
It worked in my favor, 'cause nobody saved me
Brand new whip got no keys
Tailor my clothes, no starch, please
Soon as I nut, you can gon' leave
Got M's in the bank, like: ""Yes, indeed""
Cartier glasses, I won't even peek at you
Yellow Ferrari like Pikachu
I got 'em waitin' and watchin' what he gon' do
Tryna peep what I do, tryna steal my moves
25 hundred for a new pair of tennis shoes
The same price, I could make them youngins come and finish you
Lawyer been chargin', he a Jewish like he voodoo
Real dope boy, hundred thousand in Evisu
Presidential tints slide by, we don't see you
I been gettin' money, I ain't worried 'bout what he do
I'm gettin' money like I'm from the '80s
Me and Drake 'bout to drop man, this shit gon' go crazy
They know I'm the truth, comin' straight from the basement
I'm straight as the street, man I come from the pavement
A million, all hundreds, it make 'em 'go crazy
Wah-wah-wah, bitch I'm the baby
Brand new whip got no keys
Tailor my clothes, no starch, please
Soon as I nut, you can gon' leave
Got M's in the bank, like: ""Yes, indeed""
Me and my dawg goin' all the way
When you livin' like this, they supposed to hate
Brand new whip got no keys
Tailor my clothes, no starch, please
Soon as I nut, you can gon' leave
Got M's in the bank, like: ""Yes, indeed""
Me and my dawg goin' all the way
When you livin' like this, they supposed to hate
Wheezy outta here"
525,25,26,friends,marshmello,marshmello  and  anne-marie,2018,"Ooh-oh, ooh-woh
Ooh-oh, ooh-woh
You say you love me, I say you crazy
We're nothing more than friends
You're not my lover, more like a brother
I known you since we were like ten, yeah
Don't mess it up, talking that shit
Only gonna push me away, that's it!
When you say you love me, that make me crazy
Here we go again
Don't go look at me with that look in your eye
You really ain't going away without a fight
You can't be reasoned with, I'm done being polite
I've told you one, two, three, four, five, six thousand times
Haven't I made it obvious?
Haven't I made it clear?
Want me to spell it out for you?
F-R-I-E-N-D-S
Haven't I made it obvious?
Haven't I made it clear?
Want me to spell it out for you?
F-R-I-E-N-D-S
F-R-I-E-N-D-S
Have you got no shame? You looking insane
Turning up at my door
It's two in the morning, the rain is pouring
Haven't we been here before?
Don't mess it up, talking that shit
Only gonna push me away, that's it!
Have you got no shame? You looking insane
Here we go again
So don't go look at me with that look in your eye
You really ain't going away without a fight
You can't be reasoned with, I'm done being polite
I've told you one, two, three, four, five, six thousand times
Haven't I made it obvious? 
Haven't I made it clear? 
Want me to spell it out for you?
F-R-I-E-N-D-S
Haven't I made it obvious?
Haven't I made it clear? 
Want me to spell it out for you? 
F-R-I-E-N-D-S
F-R-I-E-N-D-S
F-R-I-E-N-D-S
That's how you f****** spell ""friends""
F-R-I-E-N-D-S
Get that shit inside your head
No, no, yeah, uh, ah
F-R-I-E-N-D-S
We're just friends
So don't go look at me with that look in your eye
You really ain't going nowhere without a fight
You can't be reasoned with, I'm done being polite
I've told you one, two, three, four, five, six thousand times
Haven't I made it obvious? 
Haven't I made it clear? 
Want me to spell it out for you? 
F-R-I-E-N-D-S 
Haven't I made it obvious? 
Haven't I made it clear? 
Want me to spell it out for you?
F-R-I-E-N-D-S
F-R-I-E-N-D-S
Mmm, ooh, ooh, ooh
Ah, ah-oh, ah-oh"
526,26,27,bad at love,halsey,halsey,2018,"Got a boy back home in Michigan
And he tastes like Jack when I'm kissing him
So I told him that I never really liked his friends
Now he's gone and he's calling me a bitch again
There's a guy that lives in the garden state
And he told me that we'd make it 'til we graduate
So I told him that the music would be worth the wait
But he wants me in the kitchen with a dinner plate
I believe, I believe, I believe, I believe that we're meant to be
But jealousy, jealousy, jealousy, jealousy get the best of me
Look, I don't mean to frustrate, but I
Always make the same mistakes, yeah
Always make the same mistakes 'cause
I'm bad at love 
But you can't blame me for tryin'
You know I'd be lyin' sayin'
You were the one 
That could finally fix me
Lookin' at my history
I'm bad at love
Got a girl with California eyes
And I thought that she could really be the one this time
But I never got the chance to make her mine
Because she fell in love with little thin white lines
London girl with an attitude
We never told no one, but we look so cute
Both got way better things to do
But I always think about it when I'm riding through
I believe, I believe, I believe, I believe that I'm in too deep
And jealousy, jealousy, jealousy, jealousy get the best in me
Look, I don't mean to frustrate, but I
Always make the same mistakes, yeah
Always make the same mistakes 'cause
I'm bad at love 
But you can't blame me for tryin'
You know I'd be lyin' sayin'
You were the one 
That could finally fix me
Lookin' at my history
I'm bad at love
Oh, you know, you know, you know, you know
I'm bad at love 
I'm bad at love 
I know that you're afraid I'm gonna walk away
Each time the feeling fades
Each time the feeling fades
I know that you're afraid I'm gonna walk away
Each time the feeling fades
You know I'm bad at love 
But you can't blame me for tryin'
You know I'd be lyin' sayin'
You were the one 
That could finally fix me
Lookin' at my history
I'm bad at love 
Oh, you know, you know, you know, you know
I'm bad at love 
Oh, oh"
527,27,28,taste,tyga,tyga  featuring  offset,2018,"D.A.!
Hahhh!
Slide on a pimp game with my pinky ring
Lotta gang, lotta bitches, and a icy chain
Why you claim that you rich? That's a false claim
I be straight to the whip, no baggage claim
Whole lotta styles, can't even pronounce the name
You ain't got no style, see you on my Instagram
I be rockin' it like it's fresh out the pan
Only when I'm takin' pics, I'm the middleman
Walk, talk it like a boss, I just lift the hand
Three million cash, call me Rain Man
Money like a shower, that's my rain dance
And we all in black, like it's Gangland
Say the wrong words, you be hangman
Watch me stick to your bitch like a spray tan
Aw, Mr. What Kind Of Car He In?
In the city love my name, nigga I ain't gotta say it
 She can get a taste
 She can get a taste
 Fuck what a nigga say
It's all the same like Mary-Kate
 Ayy, she can get a taste
 Ayy, let you get a taste
 Do you love the taste?
Yeah that's cool, but he ain't like me
Lotta girls like me, niggas wanna fight me
Nigga get yo ass checked like a fuckin' Nike
Me not icey, that's unlikely
And she gon' suck me like a fuckin' Hi-C
Aw, chains on the neck for the whole team
And I feel like Gucci with the ice cream
And my bitch want the Fenty, not the Maybelline
I'm the black JB the way these bitches scream
Make these bitches scream
Ha, pretty little thing
Like my nigga A.E
Say, ""Yadadadamean""
 She can get a taste
 She can get a taste
 Fuck what a nigga say
It's all the same like Mary-Kate
 Ayy, she can get a taste
 Ayy, let you get a taste
 Do you love the taste?
Yeah that's cool 
Yeah, I'ma put the drip on the plate 
Diamond ice glacier, niggas imitate 
Ayy, ayy feed me grapes Maybach with the drac' 
Slow pace in the Wraith, got this shit from bae 
Diamonds up to par,  the cookie hittin' hard 
The Rari sit in park,  I'm at it, on Mars 
Shotgun shells, we gon' always hit the target 
Popcorn bitch shell poppin' out the cartridge 
3400 Nawfside, Charles Barkley 
4-8-8, Ferrari 
Make her get on top of me and ride me like a Harley 
She wanna keep me company and never want depart me 
 Yeah, fishtail in the parking lot 
I don't kick it with these niggas 'cause they talk about ya 
And I got the fire, don't make me spark it out ya 
Yeah, keep it in my back pocket like it's a wallet 
Like the way she suck it, suck it like a Jolly 
Stack it up and put it with the whole project 
And she got the Patek on water moccasin 
I'm rich in real life, I get that profit, copy 
 Ayy, she can get a taste
 Ayy, let you get a taste
 Do you love the taste?
Yeah that's cool, but he ain't like me
 L.A., you can get a taste
 Miami, you can get a taste
 Oakland, you can get a taste
 New York, do you love the taste?
 Chi-Town, you can get a taste
 Houston, you can get a taste
 Ayy, Portland, you can get a taste
 Overseas, let them bitches taste
 She can get a taste
 She can get a taste
 Do you love the taste?
 Worldwide, they gon' get a taste"
528,28,29,let you down,nf,nf,2018,"Feels like we're on the edge right now
I wish that I could say I'm proud
I'm sorry that I let you down
Let you down
All these voices in my head get loud
I wish that I could shut them out
I'm sorry that I let you down
Le-le-let you down
Yeah, I guess I'm a disappointment, doin' everything I can
I don't wanna make you disappointed, it's annoying
I just wanna make you feel like everything I ever do
Was never tryna make an issue for you, but I guess the more you
Thought about everything you were never even wrong
In the first place, right? Yeah, I'ma just ignore you
Walking towards you with my head down
Lookin' at the ground, I'm embarrassed for you
Paranoia, what did I do wrong this time?
That's parents for you
Very loyal? Shoulda had my back
But you put a knife in it—my hands are full
What else should I carry for you?
I cared for you, but…
Feels like we're on the edge right now
I wish that I could say I'm proud
I'm sorry that I let you down
Le-le-let you down
All these voices in my head get loud
I wish that I could shut them out
I'm sorry that I let you down
Le-le-let you down
Yeah, you don't wanna make this work
You just wanna make this worse
Want me to listen to you, but you don't ever hear my words
You don't wanna know my hurt, yeah
Let me guess, you want an apology, probably
How can we keep going at a rate like this?
We can't, so I guess I'ma have to leave
Please, don't come after me
I just wanna be alone right now, I don't really wanna think at all
Go ahead, just drink it off
Both know you're gonna call tomorrow like nothing's wrong
Ain't that what you always do?
I feel like every time I talk to you, you're in an awful mood
What else can I offer you?
There's nothing left right now, I gave it all to you
Feels like we're on the edge right now
I wish that I could say I'm proud
I'm sorry that I let you down
Le-le-let you down
All these voices in my head get loud
I wish that I could shut them out
I'm sorry that I let you down
Le-le-let you down
Yeah, don't talk down to me
That's not gonna work now
Packed all my clothes and I moved out
I don't even wanna go to your house
Every time I sit on that couch
I feel like you lecture me, eventually, I bet that we
Coulda made this work
And prolly woulda figured things out
But I guess I'm a letdown
But it's cool, I checked out
Oh, you wanna be friends now?
Okay, let's put my fake face on and pretend now
Sit around and talk about the good times that didn't even happen
I mean, why are you laughing?
Must have missed that joke, let me see if I can find a reaction
No, but at least you're happy
Feels like we're on the edge right now
I wish that I could say I'm proud
I'm sorry that I let you down
Oh, I let you down
All these voices in my head get loud
And I wish that I could shut them out
I'm sorry that I let you down
Oh, let you down
I'm sorry
I'm so sorry now
Yeah, I'm sorry that I let you down"
529,29,30,no limit,g-eazy,g-eazy  featuring  asap rocky  and  cardi b,2018,"If I hit it one time, I'ma pipe her
If I hit it two times then I like her
If I fuck three times, I'ma wife her
It ain't safe for the black or the white girls
It ain't safe, it ain't safe, it ain't safe, it ain't safe
Tell your man pipe up, nigga, pipe up
Hunnit bands from the safe in your face, what'd you say?
Money dance turn this shit into a nightclub
Ayy, yeah, fuck with me and get some money
Yeah, ayy, fuck with me and get some money
Ayy, yeah, fuck with me and get some money
Ayy, yeah, fuck with G and get some money
No limit, I'm a fucking soldier, ayy
Always lit, yeah, I'm never sober
It's been three days in a row, your bitch coming over
Told that bitch to kick rocks, she act like it's a boulder, ayy
'Rari, shopping, let me, cop it
Always, poppin', hella, poppin'
She's a, bopper, homie, hoppin'
Ain't no, stopping, album, dropping
Got the city on fire
Bitch lying on me like she tired
I might have to fuck around and call Kamaiyah
Ho stirring up the pot, jambalaya
Young Gerald
If I hit it one time, I'ma pipe her
If I hit it two times then I like her
If I fuck three times, I'ma wife her
It ain't safe for the black or the white girls
It ain't safe, it ain't safe, it ain't safe, it ain't safe
Tell your man pipe up, nigga, pipe up
Hunnit bands from the safe in your face, what'd you say?
Money, dance, turn this shit into a nightclub
Fuck him then I get some money
Fuck him then I get some money
Fuck him then I get some money
Fuck him then I get some money
I need tongue, I need face, give me brain, concentrate
Apple phone, Prada case, kill a weave, rock a lace
Fuck the Moët, buy the Ace, fuck the Ghost, drive the Wraith
Get some money, flood the Rollie, fuck the Rollie, Patek face
My career takin' off, these hoes jogging in place
Swear these hoes run they mouth, how these hoes out of shape?
Can you stop with all the subs? Bitch, I ain’t Jared
If you really want some smoke, you can pull up, you can get it
Grab a hand full of braids, make your nigga eat me out
Put a white boy on Sazón, I might turn G-Eazy out
Keep it G from the club 'til the end from the start
You know me, Cardi B, pussy poppin’ on the charts, ah, ah!
If I hit it one time, I'ma pipe her
If I hit it two times then I like her
If I fuck three times, I'ma wife her
It ain't safe for the black or the white girls
It ain't safe, it ain't safe, it ain't safe, it ain't safe
Tell your man pipe up, nigga, pipe up
Hunnit bands from the safe in your face, what'd you say?
Money, dance, turn this shit into a nightclub
Ayy, yeah, fuck with me and get some money
Yeah, ayy, fuck with me and get some money
Ayy, yeah, fuck with me and get some money
Ayy, yeah, fuck with G and get some money
Yeah, it ain't nice, fam
You can study where I'm from on my Viceland
This is nothing new to me, this my life, fam
I can pull a million girls from a mic stand
Pull one at my show 'cause I like fans
Later on, I got two in my night plans
Man this year, I had 300 one night stands
Keep a Costco pack of rubbers in my night stand
Damn Daniel, back again with the, hah, Saint-Laurent
Ayy, they send me product, yeah, it's retarded
Ayy, this was free, ayy, bitch you bought it
Bitch you on my dick, ayy, bitch get off it
]
If I hit it one time, I'ma pipe her
If I hit it two times then I like her 
If I fuck three times, I'ma wife her 
It ain't safe for the black or the white girls
It ain't safe, it ain't safe, it ain't safe, it ain't safe
Tell your man pipe up, nigga, pipe up
Hunnit  bands from the safe in your face, what'd you say?
Money, dance, turn this shit into a nightclub
Ayy, yeah, fuck with me and get some money
Yeah, ayy, fuck with me and get some money
Ayy, yeah, fuck with me and get some money
Ayy, yeah, fuck with G and get some money"
530,30,31,fefe,6ix9ine,6ix9ine  featuring  nicki minaj  and  murda beatz,2018,"It's fuckin' TR3YWAY!
King of New York, lookin' for the Queen
Uh, you got the right one, hmm
L-let these-l-let these b-b-bitches know, nigga
Queens, Brooklyn, brrr, ah!
Murda on the beat so it's not nice!
Pussy got that wet, wet, got that drip, drip
Got that super soaker, hit that
She a Fefe, her name Keke
She eat my dick like it's free, free
I don't even know like ""Why I did that?""
I don't even know like ""Why I hit that?""
All I know is that I just can't wife that
Talk to her nice so she won't fight back
Turn around and hit it from the back, back, back
Bend her down then I make it clap, clap, clap
I don't really want no friends
I don't really want no friends, no
Draco got that kick-back when I blow that, they all do track
They don't shoot back, one shot, close range, red dot
Head tight, yeah, I did that, yeah, I live that
Call a Uber with my shooter, with a Ruger, we gon' do ya
Niggas say they killin' people, but I really fuckin' do it
I don't really want no friends
I don't really want no friends, no
He-he tryna 69 like Tekashi, call him papi
Word to A$AP, keep me Rocky, I'm from New York, so I'm cocky
Say he fuckin' with my posse, copped me Khloé like Kardashi'
Keep this pussy in Versace, said I'm pretty like Tinashe
Put-put it all up in his face, did I catch a case?
Pussy game just caught a body, but I never leave a trace
Face is pretty, ass for days, I get chips, I ask for Lay's
I just sit back and when he done, I be like, ""Yo, how'd it taste?""
I don't really want no friends
I don't really want no friends, no
Ayo, Draco got that kick-back
When it kick-back, you can't get yo shit back
In fact this that bitch that
""I hate small talk, I don't fuck with chit-chat""
AC just stopped workin'
So they hit me, told me bring my wrist back
Come through rockin' fashions
That got all these bitches like ""Yo, what's that?""
I don't really want no friends
I don't really want no friends, no
Eeny, meeny, miny, moe
I catch a ho right by her toe
If she ain't fuckin' me and Nicki
Kick that ho right through the door 
I don't really want no friends, my old ho just bought this Benz
Nicki just hopped in this shit, now I won't see that bitch again
Eeny, meeny, miny, moe 
I catch a ho right by her toe 
If she ain't fuckin' me and Nicki
Kick that ho right through the door 
Mmm, Young Money, Young Money bunny
Colorful hair, don't care
I don't really want no friends
I don't really want no friends, no
I don't really want no friends
I don't really want no friends, no
Scum Gang!"
531,31,32,tequila,dan + shay,dan + shay,2018,"I can still shut down a party
I can hang with anybody
I can drink whiskey and red wine
Champagne all night
Little Scotch on the rocks and I'm fine, I'm fine
But when I taste tequila
Baby, I still see ya
Cuttin' up the floor in a sorority T-shirt
The same one you wore when we were
Sky high in Colorado, your lips pressed against the bottle
Swearing on a Bible, baby, I'd never leave ya
I remember how bad I need ya
When I taste tequila 
When I taste tequila 
I can kiss somebody brand new
And not even think about you
I can show up to the same bar
Hear the same songs in my car
Baby, your memory, it only hits me this hard
When I taste tequila
Baby, I still see ya
Cuttin' up the floor in a sorority T-shirt
The same one you wore when we were
Sky high in Colorado, your lips pressed against the bottle
Swearing on a Bible, baby, I'd never leave ya
I remember how bad I need ya 
When I taste tequila 
When I taste tequila, oh 
I ain't even drunk, I ain't even drunk and I'm thinkin'
How I need your love, how I need your love, yeah, it sinks in
When I taste tequila
Baby, I still see ya
Sorority T-shirt
The same one you wore when we were
Sky high in Colorado, your lips pressed against the bottle
Swearing on a Bible, baby, I'd never leave ya
I remember how bad I need ya 
When I taste tequila 
When I taste tequila, oh 
When I taste tequila, oh 
When I taste tequila 
Ooh"
532,32,33,feel it still,portugal. the man,portugal. the man,2018,"Can't keep my hands to myself
Think I'll dust 'em off, put 'em back up on the shelf
In case my little baby girl is in need
Am I coming out of left field?
Ooh woo, I'm a rebel just for kicks, now
I been feeling it since 1966, now
Might be over now, but I feel it still
Ooh woo, I'm a rebel just for kicks, now
Let me kick it like it's 1986, now
Might be over now, but I feel it still
Got another mouth to feed 
Leave it with a baby sitter, mama, call the grave digger
Gone with the fallen leaves
Am I coming out of left field?
Ooh woo, I'm a rebel just for kicks, now
I been feeling it since 1966, now
Might've had your fill, but you feel it still
Ooh woo, I'm a rebel just for kicks, now
Let me kick it like it's 1986, now
Might be over now, but I feel it still
We could fight a war for peace
Give in to that easy living
Goodbye to my hopes and dreams
Start flipping for my enemies
We could wait until the walls come down
It's time to give a little to the kids in the middle
But, oh until it falls won't bother me
Is it coming?
Is it coming?
Is it coming?
Is it coming?
Is it coming?
Is it coming back?
Ooh woo, I'm a rebel just for kicks, yeah
Your love is an abyss for my heart to eclipse, now
Might be over now, but I feel it still
Ooh woo, I'm a rebel just for kicks, now
I've been feeling it since 1966, now
Might be over now, but I feel it still
Ooh woo, I'm a rebel just for kicks, now
Let me kick it like it's 1986, now
Might be over now, but I feel it still
Might've had your fill, but I feel it still"
